mode,cohort,window,predictor,n,r,p,partial_r_lag,partial_p_lag,n_partial,abs_r,abs_partial_r
demeaned_nodana,min500ha,agro_year,days_vpd_gt2,144,-0.27008156372850606,0.0010611501408566214,-0.30120941132454165,0.0006095577545988618,126,0.27008156372850606,0.30120941132454165
raw,arbequina,calendar_year,ratio_p_et0,100,-0.1269164054614019,0.20828226675814807,-0.30086328522630035,0.003958867172196968,90,0.1269164054614019,0.30086328522630035
demeaned,arbequina,fruit_dev,sum_cwb,100,-0.04446575974861815,0.6604553793968967,-0.30032510356175135,0.004027311121832427,90,0.04446575974861815,0.30032510356175135
raw,arbequina,set_to_dev,sum_precip,100,-0.10936150614016216,0.27875600541777695,-0.2987829827161945,0.004229315914955006,90,0.10936150614016216,0.2987829827161945
raw,arbequina,fruit_set,sum_et0,100,-0.2825575638118907,0.004394851369780034,-0.29680311135792387,0.004501879020363887,90,0.2825575638118907,0.29680311135792387
demeaned,all_olive,winter_recharge,mean_vpd,354,-0.1597780749195706,0.00257007838350077,-0.2961064541337656,7.420398267900209e-08,318,0.1597780749195706,0.2961064541337656
raw,min500ha,summer,ratio_p_et0,180,-0.2261397645803207,0.0022695212385151564,-0.2960325947262772,0.00013088206706282589,162,0.2261397645803207,0.2960325947262772
demeaned,all_olive,fruit_dev,mean_tmax,354,-0.27542996402224335,1.3938515187250277e-07,-0.2950465924518554,8.298415404903476e-08,318,0.27542996402224335,0.2950465924518554
demeaned,min500ha,maturation,sum_precip,180,-0.3154532162525328,1.6075147863408964e-05,-0.2947131756354438,0.00014069408223749407,162,0.3154532162525328,0.2947131756354438
demeaned_nodana,min500ha,summer,sum_et0,144,-0.288598884253906,0.0004515753601342491,-0.2946741442680761,0.0008097617288017856,126,0.288598884253906,0.2946741442680761
raw,min500ha,bloom_to_set,mean_vpd,180,-0.32729821417195937,7.300905211703636e-06,-0.29433416607116664,0.0001436370182223075,162,0.32729821417195937,0.29433416607116664
raw,arbequina,prev_fruit_dev,days_vpd_gt2,90,-0.38298489019273196,0.00019482811233285995,-0.2916913603359805,0.005279253074210487,90,0.38298489019273196,0.2916913603359805
demeaned_nodana,min500ha,bloom_to_set,days_vpd_gt2,144,-0.17012338197591434,0.04149261877845134,-0.2915220592856359,0.000926455521574451,126,0.17012338197591434,0.2915220592856359
demeaned,all_olive,maturation,mean_tmax,354,-0.23356583670704487,8.973302941986538e-06,-0.29033744672125555,1.356505395918698e-07,318,0.23356583670704487,0.29033744672125555
demeaned,min500ha,winter_recharge,sum_cwb,180,0.15605455005794322,0.03644395523614211,0.29018789895090663,0.00017980737722276594,162,0.15605455005794322,0.29018789895090663
demeaned,arbequina,summer,mean_tmax,100,-0.20457363346978083,0.04118503661343165,-0.2900614185306849,0.0055510435382910735,90,0.20457363346978083,0.2900614185306849
raw,arbequina,prev_summer,sum_et0,90,-0.37456617288173305,0.00027569779581559456,-0.2889866966407976,0.005736972200457834,90,0.37456617288173305,0.2889866966407976
demeaned,min500ha,fruit_dev,sum_cwb,180,-0.15432555940748643,0.03859505862302023,-0.28828066934796676,0.0001991485046682511,162,0.15432555940748643,0.28828066934796676
demeaned_nodana,arbequina,maturation,sum_precip,80,0.2606743826939337,0.019523604145706138,0.28755676343622916,0.0157882921846513,70,0.2606743826939337,0.28755676343622916
raw,arbequina,bloom_to_set,ratio_p_et0,100,-0.2097298835852557,0.03623478419105285,-0.2874360220480823,0.0060149671468285645,90,0.2097298835852557,0.2874360220480823
demeaned_nodana,min500ha,summer,days_vpd_gt2,144,-0.2899412068357824,0.00042348028630412906,-0.28713782262746945,0.0011144252186242338,126,0.2899412068357824,0.28713782262746945
demeaned,all_olive,winter_recharge,sum_cwb,354,0.21744975898805,3.6864305442978024e-05,0.2862039982106316,2.0729535601776374e-07,318,0.21744975898805,0.2862039982106316
demeaned_nodana,all_olive,calendar_year,days_vpd_gt2,284,-0.2604440825774465,8.719875374532674e-06,-0.2860777867290969,4.684455528731852e-06,248,0.2604440825774465,0.2860777867290969
demeaned_nodana,min500ha,prev_fruit_dev,mean_tmax,126,0.31244454814776995,0.0003682798467912659,0.2844464320369617,0.0012464451764331046,126,0.31244454814776995,0.2844464320369617
demeaned,min500ha,set_to_dev,mean_tmax,180,-0.2767274293462473,0.0001695550231060183,-0.28374960709169766,0.0002531265663842982,162,0.2767274293462473,0.28374960709169766
demeaned,all_olive,set_to_dev,mean_tmax,354,-0.271390433018223,2.1512791351454477e-07,-0.2820921527725856,3.139660438044252e-07,318,0.271390433018223,0.2820921527725856
demeaned,arbequina,spring,sum_cwb,100,-0.3784357427179607,0.00010351763373702606,-0.28203145189677664,0.007079363141788053,90,0.3784357427179607,0.28203145189677664
demeaned_nodana,all_olive,summer,mean_vpd,284,-0.26920726573053433,4.184697698919002e-06,-0.2812686804500443,6.85355498615401e-06,248,0.26920726573053433,0.2812686804500443
raw,min500ha,summer,mean_tmax,180,-0.3372466786459051,3.66605527837548e-06,-0.281265101990485,0.00028821062020540717,162,0.3372466786459051,0.281265101990485
demeaned_nodana,arbequina,fruit_set,sum_cwb,80,-0.20042760720124403,0.0746513431249265,-0.2807830035739934,0.01854870411449362,70,0.20042760720124403,0.2807830035739934
raw,min500ha,prev_summer,mean_vpd,162,-0.3367544473373766,1.1777665573699383e-05,-0.2805794261831206,0.0002986590026428713,162,0.3367544473373766,0.2805794261831206
demeaned,min500ha,maturation,mean_tmax,180,-0.1752766506850432,0.018600160295673653,-0.2799370008909627,0.00030876615056763245,162,0.1752766506850432,0.2799370008909627
raw,min500ha,fruit_set,mean_tmax,180,-0.27400797460957277,0.00019758567374660895,-0.27952629108794613,0.00031539303167907166,162,0.27400797460957277,0.27952629108794613
raw,min500ha,spring,ratio_p_et0,180,-0.24716707782717232,0.0008226888002842679,-0.2781497571333007,0.0003385776676286353,162,0.24716707782717232,0.2781497571333007
demeaned,min500ha,maturation,sum_cwb,180,-0.29752173444915686,4.9898493641711935e-05,-0.277968041014811,0.0003417536231140961,162,0.29752173444915686,0.277968041014811
demeaned,min500ha,set_to_dev,sum_cwb,180,-0.163617791410609,0.028186452826472856,-0.27728734684202305,0.00035389751120729675,162,0.163617791410609,0.27728734684202305
demeaned_nodana,arbequina,winter_recharge,mean_tmax,80,0.05694177935521988,0.6158824703033371,0.27675756791409734,0.020377165607827978,70,0.05694177935521988,0.27675756791409734
demeaned,min500ha,maturation,ratio_p_et0,180,-0.29990275736141536,4.311223302069704e-05,-0.27663431127345434,0.0003659225591594791,162,0.29990275736141536,0.27663431127345434
demeaned,min500ha,calendar_year,sum_precip,180,-0.3133285441710338,1.8455379934882314e-05,-0.2755965372882265,0.0003858131198396835,162,0.3133285441710338,0.2755965372882265
demeaned_nodana,arbequina,bloom_to_set,days_vpd_gt2,80,-0.060382965074117466,0.5946792690252444,-0.27532896269810514,0.021062016194145623,70,0.060382965074117466,0.27532896269810514
demeaned_nodana,all_olive,set_to_dev,days_vpd_gt2,284,-0.2657568763713016,5.60468735728624e-06,-0.27356890451498356,1.2421565012515626e-05,248,0.2657568763713016,0.27356890451498356
demeaned_nodana,min500ha,agro_year,days_tmax_gt35,144,-0.22393666683685173,0.0069720798908976325,-0.27342340065001536,0.001949391563149748,126,0.22393666683685173,0.27342340065001536
demeaned_nodana,min500ha,set_to_dev,days_tmax_gt35,144,-0.22393666683685173,0.0069720798908976325,-0.27342340065001536,0.001949391563149748,126,0.22393666683685173,0.27342340065001536
demeaned_nodana,min500ha,calendar_year,days_tmax_gt35,144,-0.22393666683685173,0.0069720798908976325,-0.27342340065001536,0.001949391563149748,126,0.22393666683685173,0.27342340065001536
demeaned_nodana,all_olive,fruit_dev,days_tmax_gt35,284,-0.23663387399950922,5.635259888845233e-05,-0.27246827601567114,1.350398577132069e-05,248,0.23663387399950922,0.27246827601567114
demeaned_nodana,all_olive,agro_year,days_tmax_gt35,284,-0.2433712812712492,3.3865972443680656e-05,-0.2723939286092782,1.3580238881028982e-05,248,0.2433712812712492,0.2723939286092782
demeaned_nodana,all_olive,set_to_dev,days_tmax_gt35,284,-0.2433712812712492,3.3865972443680656e-05,-0.2723939286092782,1.3580238881028982e-05,248,0.2433712812712492,0.2723939286092782
demeaned_nodana,all_olive,calendar_year,days_tmax_gt35,284,-0.2433712812712492,3.3865972443680656e-05,-0.2723939286092782,1.3580238881028982e-05,248,0.2433712812712492,0.2723939286092782
demeaned,arbequina,calendar_year,sum_cwb,100,-0.27903732340199416,0.004933248287876694,-0.27215659344687937,0.009459286926134326,90,0.27903732340199416,0.27215659344687937
raw,min500ha,calendar_year,mean_vpd,180,-0.3653314626115283,4.59026153409056e-07,-0.2715067170321339,0.0004743469971649948,162,0.3653314626115283,0.2715067170321339
demeaned_nodana,arbequina,calendar_year,days_vpd_gt2,80,-0.25274222981003275,0.023705183734067874,-0.27071258549540334,0.0234106248730012,70,0.25274222981003275,0.27071258549540334
demeaned_nodana,min500ha,fruit_set,days_vpd_gt2,144,-0.24449080180577382,0.003144222937212957,-0.2704091548255275,0.0021960923241412605,126,0.24449080180577382,0.2704091548255275
demeaned,min500ha,prev_fruit_dev,days_vpd_gt2,162,0.2971301590160759,0.00012321053395089712,0.26967752382417975,0.0005197254822351759,162,0.2971301590160759,0.26967752382417975
demeaned_nodana,all_olive,prev_summer,mean_vpd,250,-0.2315887997604487,0.00022098757819217956,-0.26826432026223646,1.851903354835318e-05,248,0.2315887997604487,0.26826432026223646
raw,arbequina,bloom_to_set,sum_et0,100,-0.2793815106475322,0.004878132294740673,-0.2681584378995108,0.010606613360804654,90,0.2793815106475322,0.2681584378995108
demeaned_nodana,min500ha,set_to_dev,sum_precip,144,-0.07254822055158375,0.38751615102190845,-0.2678919566563431,0.002423405157678397,126,0.07254822055158375,0.2678919566563431
raw,min500ha,summer,days_tmax_gt35,180,-0.31927620868478734,1.2505389321632361e-05,-0.26671089144159493,0.0006019181085044211,162,0.31927620868478734,0.26671089144159493
raw,arbequina,maturation,sum_cwb,100,-0.15161222652102627,0.132123692865689,-0.2665280720603366,0.01110830155147328,90,0.15161222652102627,0.2665280720603366
demeaned,arbequina,bloom_to_set,sum_precip,100,-0.33359600598306133,0.000694542612563204,-0.26646134018687945,0.01112926999243206,90,0.33359600598306133,0.26646134018687945
demeaned,min500ha,winter_recharge,ratio_p_et0,180,0.10433719405210944,0.16335217681103464,0.2662510372518194,0.0006156820589873751,162,0.10433719405210944,0.2662510372518194
demeaned,arbequina,spring,days_vpd_gt2,100,-0.050609595719245136,0.6170372546102936,-0.26565664196655137,0.011384855174792433,90,0.050609595719245136,0.26565664196655137
raw,min500ha,agro_year,days_tmax_gt35,180,-0.31933988360068816,1.2452832435281229e-05,-0.2656023734796941,0.0006355909065236154,162,0.31933988360068816,0.2656023734796941
raw,min500ha,calendar_year,days_tmax_gt35,180,-0.31933988360068816,1.2452832435281229e-05,-0.2656023734796941,0.0006355909065236154,162,0.31933988360068816,0.2656023734796941
raw,min500ha,set_to_dev,days_tmax_gt35,180,-0.31933988360068816,1.2452832435281229e-05,-0.2656023734796941,0.0006355909065236154,162,0.31933988360068816,0.2656023734796941
demeaned_nodana,all_olive,agro_year,days_vpd_gt2,284,-0.24218550055127644,3.708070724188266e-05,-0.26521876151336726,2.320401262840545e-05,248,0.24218550055127644,0.26521876151336726
demeaned_nodana,all_olive,bloom_to_set,mean_tmax,284,-0.17702865170229742,0.0027546902264968575,-0.26489415673945044,2.3764704009746002e-05,248,0.17702865170229742,0.26489415673945044
raw,arbequina,fruit_dev,mean_tmax,100,-0.42940687345782474,8.270154043100596e-06,-0.26485029880028305,0.011646084447882806,90,0.42940687345782474,0.26485029880028305
demeaned_nodana,min500ha,winter_recharge,mean_tmax,144,0.16818751993678632,0.04390067352734495,0.2646332230855885,0.0027492123917240386,126,0.16818751993678632,0.2646332230855885
demeaned_nodana,arbequina,agro_year,mean_tmax,80,0.1702738794256604,0.13102879714522925,-0.2640904709417919,0.027165226644726512,70,0.1702738794256604,0.2640904709417919
demeaned_nodana,min500ha,agro_year,mean_tmax,144,0.01959491246335965,0.8156744402523722,-0.2632602067732764,0.0028979449375221293,126,0.01959491246335965,0.2632602067732764
demeaned_nodana,arbequina,agro_year,days_vpd_gt2,80,-0.25254648754149944,0.02381732726533797,-0.26303585808848245,0.027807718366559406,70,0.25254648754149944,0.26303585808848245
raw,arbequina,maturation,ratio_p_et0,100,-0.1759553240635338,0.07992507440402927,-0.26230587631787866,0.012504963155257917,90,0.1759553240635338,0.26230587631787866
demeaned,arbequina,winter_recharge,mean_vpd,100,-0.021535696713354445,0.8315812104904019,-0.26200371384152776,0.012610532501566588,90,0.021535696713354445,0.26200371384152776
demeaned_nodana,all_olive,fruit_dev,days_vpd_gt2,284,-0.2416435243369991,3.864410486588259e-05,-0.26198914016286845,2.938557379231674e-05,248,0.2416435243369991,0.26198914016286845
demeaned,all_olive,winter_recharge,ratio_p_et0,354,0.1827664639819468,0.0005488253860493937,0.2611744182431219,2.343847085890051e-06,318,0.1827664639819468,0.2611744182431219
demeaned_nodana,min500ha,summer,days_tmax_gt35,144,-0.215502018524191,0.009485553146702337,-0.2611483155328036,0.0031409094374416804,126,0.215502018524191,0.2611483155328036
raw,arbequina,fruit_dev,sum_et0,100,-0.4423627421531288,4.064368171785816e-06,-0.26107887833639837,0.012938484270256173,90,0.4423627421531288,0.26107887833639837
demeaned_nodana,all_olive,summer,days_tmax_gt35,284,-0.23327030857348957,7.226836891694897e-05,-0.2602837110242137,3.3247838214873076e-05,248,0.23327030857348957,0.2602837110242137
demeaned_nodana,min500ha,maturation,mean_vpd,144,-0.22905743660859068,0.005752806920523584,-0.25999449892183707,0.0032812624511689755,126,0.22905743660859068,0.25999449892183707
raw,min500ha,spring,sum_cwb,180,-0.2115542360822366,0.004360064937531489,-0.25944867013365686,0.0008562232086429036,162,0.2115542360822366,0.25944867013365686
raw,min500ha,calendar_year,ratio_p_et0,180,-0.1958777830519465,0.008407634298540963,-0.25895618179705726,0.0008766188882793679,162,0.1958777830519465,0.25895618179705726
raw,arbequina,bloom,ratio_p_et0,100,-0.14028834256078704,0.16387978459168648,-0.25829142790401366,0.013972184897262013,90,0.14028834256078704,0.25829142790401366
demeaned_nodana,arbequina,prev_fruit_dev,days_vpd_gt2,70,0.2744260059445525,0.021504914568281054,0.2576313803631412,0.031304709460134104,70,0.2744260059445525,0.2576313803631412
demeaned_nodana,min500ha,prev_fruit_dev,sum_et0,126,0.27241704135836425,0.002028811158763393,0.25738113991213046,0.0036202364529886438,126,0.27241704135836425,0.25738113991213046
demeaned,all_olive,summer,mean_tmax,354,-0.22684694513865883,1.637630366999342e-05,-0.2568515547735076,3.477954953356914e-06,318,0.22684694513865883,0.2568515547735076
demeaned_nodana,arbequina,fruit_dev,mean_vpd,80,-0.3787631950779746,0.0005312653297194427,-0.2568276426190236,0.03185500883597589,70,0.3787631950779746,0.2568276426190236
raw,arbequina,prev_fruit_dev,sum_et0,90,-0.3462750704175352,0.0008281854952059421,-0.2566039584770307,0.014632174725815388,90,0.3462750704175352,0.2566039584770307
raw,arbequina,set_to_dev,days_tmax_gt35,100,-0.3509433482546566,0.00034375535322289793,-0.25604130457315033,0.014858159273690434,90,0.3509433482546566,0.25604130457315033
raw,arbequina,calendar_year,days_tmax_gt35,100,-0.3509433482546566,0.00034375535322289793,-0.25604130457315033,0.014858159273690434,90,0.3509433482546566,0.25604130457315033
raw,arbequina,agro_year,days_tmax_gt35,100,-0.3509433482546566,0.00034375535322289793,-0.25604130457315033,0.014858159273690434,90,0.3509433482546566,0.25604130457315033
raw,min500ha,fruit_dev,days_tmax_gt35,180,-0.3129584427253253,1.890263100885299e-05,-0.2557913974484941,0.0010186925827176958,162,0.3129584427253253,0.2557913974484941
demeaned_nodana,min500ha,spring,days_vpd_gt2,144,-0.09914694584698291,0.23708285544227853,-0.25561707195526334,0.0038665055070579092,126,0.09914694584698291,0.25561707195526334
demeaned_nodana,min500ha,fruit_set,mean_vpd,144,-0.22244365477532216,0.00736838418732784,-0.25556447694115075,0.003874073340648676,126,0.22244365477532216,0.25556447694115075
raw,arbequina,prev_summer,mean_tmax,90,-0.34948676069826284,0.0007346563659935288,-0.2550848065036345,0.015249266944049048,90,0.34948676069826284,0.2550848065036345
demeaned_nodana,arbequina,set_to_dev,sum_et0,80,-0.37480013210068536,0.0006140806392284223,-0.2548353846450313,0.03325410849036367,70,0.37480013210068536,0.2548353846450313
demeaned,min500ha,fruit_dev,mean_tmax,180,-0.23690832210038126,0.0013646571721110054,-0.25447633014529847,0.0010837078766131626,162,0.23690832210038126,0.25447633014529847
raw,arbequina,fruit_set,sum_precip,100,-0.29927717026047945,0.0024880266099732056,-0.2540486164305674,0.015682982515002008,90,0.29927717026047945,0.2540486164305674
raw,arbequina,summer,days_tmax_gt35,100,-0.3480874838123368,0.00038703572541676315,-0.25396159376065547,0.015719888090011118,90,0.3480874838123368,0.25396159376065547
raw,all_olive,bloom_to_set,days_vpd_gt2,354,-0.28959984348761025,2.8752210754553608e-08,-0.25392291587642374,4.525983303535628e-06,318,0.28959984348761025,0.25392291587642374
raw,all_olive,fruit_set,days_vpd_gt2,354,-0.27095521624077573,2.253313295587122e-07,-0.2535227898968196,4.690655847502085e-06,318,0.27095521624077573,0.2535227898968196
raw,all_olive,summer,mean_vpd,354,-0.33558350076586924,9.140975451759649e-11,-0.25337904626809404,4.7511963253676695e-06,318,0.33558350076586924,0.25337904626809404
raw,min500ha,fruit_set,sum_et0,180,-0.22425065195686322,0.002475529657072168,-0.24996322501221602,0.00133681343829141,162,0.22425065195686322,0.24996322501221602
raw,min500ha,fruit_dev,ratio_p_et0,180,-0.0944205690478888,0.2073887758147116,-0.2495944421095398,0.0013597153592654232,162,0.0944205690478888,0.2495944421095398
raw,arbequina,fruit_dev,days_tmax_gt35,100,-0.34706026604695794,0.0004037913660550934,-0.24920281604716152,0.017855728445668496,90,0.34706026604695794,0.24920281604716152
raw,min500ha,bloom_to_set,sum_precip,180,-0.23945929846502212,0.001205669835813205,-0.24679093607591368,0.0015458856418255587,162,0.23945929846502212,0.24679093607591368
raw,all_olive,fruit_set,mean_vpd,354,-0.25406803751172263,1.2785881422266555e-06,-0.2446285189368538,1.0223390246641587e-05,318,0.25406803751172263,0.2446285189368538
demeaned_nodana,min500ha,fruit_dev,days_tmax_gt35,144,-0.1878555074781634,0.02415016628152636,-0.24457385343284002,0.005779784352722905,126,0.1878555074781634,0.24457385343284002
demeaned,all_olive,agro_year,sum_cwb,354,0.1962686064144055,0.00020246901602060066,0.24456375724122592,1.0280453920530434e-05,318,0.1962686064144055,0.24456375724122592
raw,all_olive,set_to_dev,mean_vpd,354,-0.32472327141189905,3.8888316315745383e-10,-0.2436768781418345,1.1093017201755535e-05,318,0.32472327141189905,0.2436768781418345
raw,arbequina,maturation,sum_precip,100,-0.14317354067611573,0.15529713402643042,-0.2435944386199774,0.020689450688404314,90,0.14317354067611573,0.2435944386199774
demeaned,arbequina,set_to_dev,mean_tmax,100,-0.29621180354805093,0.00276851978984266,-0.24354193414731437,0.02071770193934318,90,0.29621180354805093,0.24354193414731437
raw,min500ha,prev_fruit_dev,mean_vpd,162,-0.30328939954771617,8.739331211058443e-05,-0.24345102643762334,0.0017978761265651868,162,0.30328939954771617,0.24345102643762334
demeaned,min500ha,summer,mean_vpd,180,-0.228659395954955,0.0020189921482329436,-0.24268228602826353,0.0018609325367952264,162,0.228659395954955,0.24268228602826353
demeaned_nodana,arbequina,prev_fruit_dev,mean_tmax,70,0.26552513981870535,0.026311342971404868,0.24252507149020233,0.043085096074318395,70,0.26552513981870535,0.24252507149020233
demeaned_nodana,arbequina,summer,days_vpd_gt2,80,-0.28765658343959577,0.009672611192121325,-0.2419514890959712,0.043596230084548486,70,0.28765658343959577,0.2419514890959712
demeaned_nodana,all_olive,agro_year,sum_cwb,284,0.19266889647507865,0.0011015346923035955,0.24169346510411702,0.00012099098977212608,248,0.19266889647507865,0.24169346510411702
raw,arbequina,fruit_dev,sum_precip,100,-0.0014043892364528573,0.9889358256217955,-0.24164094549768395,0.021763074103931072,90,0.0014043892364528573,0.24164094549768395
demeaned,min500ha,summer,sum_cwb,180,-0.15298987715321424,0.040329210580168105,-0.24137812908034265,0.001972525487775273,162,0.15298987715321424,0.24137812908034265
demeaned,all_olive,winter_recharge,sum_precip,354,0.14365184067302356,0.006783515985777563,0.24073271663391801,1.4250489042471028e-05,318,0.14365184067302356,0.24073271663391801
demeaned,all_olive,calendar_year,mean_vpd,354,-0.19645614992790036,0.000199588075767577,-0.2398678081573439,1.5329424304051782e-05,318,0.19645614992790036,0.2398678081573439
demeaned,min500ha,set_to_dev,days_tmax_gt35,180,-0.19104696440062055,0.010198825224898206,-0.2382559156828577,0.0022648188965776273,162,0.19104696440062055,0.2382559156828577
demeaned,min500ha,agro_year,days_tmax_gt35,180,-0.19104696440062055,0.010198825224898206,-0.2382559156828577,0.0022648188965776273,162,0.19104696440062055,0.2382559156828577
demeaned,min500ha,calendar_year,days_tmax_gt35,180,-0.19104696440062055,0.010198825224898206,-0.2382559156828577,0.0022648188965776273,162,0.19104696440062055,0.2382559156828577
raw,min500ha,set_to_dev,ratio_p_et0,180,-0.14135753447086408,0.05838267478070201,-0.2368142455816269,0.002412611695576407,162,0.14135753447086408,0.2368142455816269
demeaned_nodana,arbequina,set_to_dev,days_vpd_gt2,80,-0.31448694624373985,0.0044965122584028445,-0.2360331161226865,0.04916847966655388,70,0.31448694624373985,0.2360331161226865
raw,min500ha,prev_summer,days_vpd_gt2,162,-0.298550748832389,0.00011390391778778247,-0.2357307916181743,0.002529378451517849,162,0.298550748832389,0.2357307916181743
raw,all_olive,calendar_year,days_vpd_gt2,354,-0.31873998167295375,8.428748078253925e-10,-0.23511359834613324,2.2785145324478603e-05,318,0.31873998167295375,0.23511359834613324
demeaned_nodana,arbequina,bloom_to_set,mean_tmax,80,0.014304044105118527,0.8997856715478995,-0.23418960322143556,0.05101902050645797,70,0.014304044105118527,0.23418960322143556
raw,all_olive,agro_year,mean_vpd,354,-0.2863799027480375,4.147810852405573e-08,-0.23397783289926966,2.5017751114946574e-05,318,0.2863799027480375,0.23397783289926966
raw,min500ha,maturation,mean_vpd,180,0.13450155313550227,0.07183779861345754,0.23356875379093978,0.0027778146505670113,162,0.13450155313550227,0.23356875379093978
raw,all_olive,set_to_dev,days_vpd_gt2,354,-0.31480534048252046,1.388917527433157e-09,-0.23279206300306732,2.7568769963127057e-05,318,0.31480534048252046,0.23279206300306732
raw,min500ha,calendar_year,sum_cwb,180,-0.14910542160644155,0.045748759850764445,-0.23256008557542138,0.0029011029478600726,162,0.14910542160644155,0.23256008557542138
raw,all_olive,spring,days_vpd_gt2,354,-0.2821612174183316,6.657662978740365e-08,-0.23230736921527237,2.868080551277826e-05,318,0.2821612174183316,0.23230736921527237
demeaned,min500ha,summer,days_tmax_gt35,180,-0.18788101115306297,0.011548110965286816,-0.23218230282416222,0.002948537888915336,162,0.18788101115306297,0.23218230282416222
raw,all_olive,prev_summer,mean_vpd,320,-0.3167526779476353,6.875524666901751e-09,-0.23145252725026266,3.0746209295991284e-05,318,0.3167526779476353,0.23145252725026266
demeaned_nodana,arbequina,bloom_to_set,ratio_p_et0,80,-0.31666729452068965,0.004212115233028648,-0.23058495384107452,0.054802171495695044,70,0.31666729452068965,0.23058495384107452
raw,all_olive,agro_year,days_vpd_gt2,354,-0.3162692531159564,1.1543598095051492e-09,-0.23056498959427524,3.3038994836322084e-05,318,0.3162692531159564,0.23056498959427524
demeaned,arbequina,fruit_set,sum_cwb,100,-0.22455257317511254,0.024700172514312977,-0.2305012158835308,0.02883887947836952,90,0.22455257317511254,0.2305012158835308
demeaned_nodana,all_olive,fruit_set,mean_tmax,284,-0.20597347478805814,0.00047700179777787247,-0.23049553095984882,0.0002513052681345641,248,0.20597347478805814,0.23049553095984882
demeaned_nodana,min500ha,fruit_set,sum_et0,144,-0.21044379942180097,0.011349996692762281,-0.23037903033442944,0.00945268419624946,126,0.21044379942180097,0.23037903033442944
raw,arbequina,prev_summer,sum_cwb,90,0.25547429828544194,0.015088943264834502,0.23019758640140758,0.029056220301901026,90,0.25547429828544194,0.23019758640140758
raw,all_olive,bloom_to_set,mean_vpd,354,-0.2769647904125808,1.1797793670576718e-07,-0.2301154053127241,3.426119410277493e-05,318,0.2769647904125808,0.2301154053127241
raw,arbequina,spring,mean_vpd,100,-0.2857725733307936,0.003949616955595775,-0.23000629239837156,0.029193860519585578,90,0.2857725733307936,0.23000629239837156
raw,arbequina,bloom_to_set,mean_tmax,100,-0.25919765208606027,0.009212845107058982,-0.22968187281890526,0.029428548022322046,90,0.25919765208606027,0.22968187281890526
demeaned_nodana,all_olive,summer,sum_precip,284,-0.1673170190762101,0.004695735313496347,-0.22944172578231734,0.00026871895320290965,248,0.1673170190762101,0.22944172578231734
raw,min500ha,winter_recharge,mean_tmax,180,0.20920724952250325,0.004824662660217414,0.22822187727146326,0.003489704633063871,162,0.20920724952250325,0.22822187727146326
demeaned,min500ha,winter_recharge,sum_precip,180,0.033608570384059476,0.6542314942226826,0.22778405096096813,0.0035547200696086716,162,0.033608570384059476,0.22778405096096813
raw,arbequina,calendar_year,sum_cwb,100,-0.03358243110591363,0.7401190113911843,-0.22731367183941092,0.031190510161023054,90,0.03358243110591363,0.22731367183941092
demeaned_nodana,all_olive,agro_year,ratio_p_et0,284,0.1704510964793529,0.00396496169542085,0.22722415808527394,0.0003090969172664544,248,0.1704510964793529,0.22722415808527394
raw,all_olive,fruit_dev,mean_vpd,354,-0.3271913505272574,2.812444972855693e-10,-0.2271272042094895,4.353737090768308e-05,318,0.3271913505272574,0.2271272042094895
demeaned,all_olive,fruit_dev,mean_vpd,354,-0.22618598388937622,1.735784986041254e-05,-0.2270484108832287,4.3811427663103814e-05,318,0.22618598388937622,0.2270484108832287
demeaned_nodana,all_olive,pre_bloom,sum_precip,284,0.16119523449670925,0.006481844114138826,0.22642256823234078,0.00032503248358606133,248,0.16119523449670925,0.22642256823234078
raw,arbequina,bloom,sum_cwb,100,-0.08995118564875566,0.3734611862208167,-0.2262828952102354,0.03198475621563193,90,0.08995118564875566,0.2262828952102354
demeaned,arbequina,maturation,sum_precip,100,-0.23338390264495965,0.019446148750133594,-0.22623858099826813,0.03201928023733178,90,0.23338390264495965,0.22623858099826813
demeaned_nodana,min500ha,pre_bloom,mean_vpd,144,-0.11838720976074052,0.15758514911447347,-0.22597092528950338,0.010951696654054642,126,0.11838720976074052,0.22597092528950338
demeaned_nodana,all_olive,bloom_to_set,sum_et0,284,-0.1338870756343398,0.02403790520525805,-0.22552637911218226,0.00034375178372250095,248,0.1338870756343398,0.22552637911218226
demeaned,all_olive,fruit_dev,days_tmax_gt35,354,-0.1979677354705635,0.0001777294555245376,-0.2250889738782689,5.1174140323500244e-05,318,0.1979677354705635,0.2250889738782689
demeaned,all_olive,bloom_to_set,mean_tmax,354,-0.1383945610896813,0.009127904111508194,-0.22416295877234027,5.504625794468173e-05,318,0.1383945610896813,0.22416295877234027
raw,min500ha,bloom,days_vpd_gt2,180,-0.2494902528001753,0.0007314408415691186,-0.2240173717784359,0.0041607598486770765,162,0.2494902528001753,0.2240173717784359
demeaned,arbequina,maturation,ratio_p_et0,100,-0.23334372280429524,0.019467682431056395,-0.22382905101831208,0.03394431580908518,90,0.23334372280429524,0.22382905101831208
demeaned,all_olive,prev_fruit_dev,ratio_p_et0,320,0.21710150558564506,9.031836648839102e-05,0.22372788412024414,5.6959408610822744e-05,318,0.21710150558564506,0.22372788412024414
demeaned_nodana,all_olive,pre_bloom,ratio_p_et0,284,0.16530461487383308,0.005226774293641604,0.22331095409666937,0.0003944138261083713,248,0.16530461487383308,0.22331095409666937
